0°,15°,30°,45°,60°,75°,90°,105°,120°,135°,150°,165°,180°,195°,210°,225°,240°,255°,270°,285°,300°,315°,330°,345°,360°,clasificacion
62.75047258979206,59.53308128544423,43.00693131695022,35.59609325771897,24.090737240075615,22.339634530560808,26.182104599873977,28.71077504725898,29.304347826086957,32.65343415248897,38.69628229363579,46.77126654064272,53.90989287964713,59.69313169502205,65.37744171392565,66.87964713295526,67.44864524259609,70.99180844360428,76.31253938248267,78.41587901701324,77.81978575929426,75.8122243226213,71.23314429741652,69.75614366729678,68.72778827977315,ladera
14.094517958412098,12.829237555135476,24.250157529930686,32.06364209199748,36.97983616887208,39.00063011972275,44.62381852551985,47.9294265910523,51.50976685570259,59.30434782608695,57.48393194706994,59.77693761814745,66.52488972904852,67.86137366099558,71.7977315689981,74.19722747321991,73.64146187775677,67.58223062381853,58.10081915563957,46.9773156899811,36.465028355387524,28.223062381852554,21.5645872715816,14.86326402016383,12.756773787019533,ladera
52.620667926906115,46.64461247637051,36.1758034026465,28.00504095778198,24.82167611846251,25.47321991178324,30.69880277252678,29.088216761184626,25.988027725267802,22.783238815374922,21.08695652173913,16.86767485822306,23.097038437303087,22.449905482041586,28.720856962822936,33.99495904221802,37.805923125393825,39.391934467548836,50.694391934467546,61.029615626969125,69.3755513547574,73.9294265910523,72.73976055450535,66.91430371770636,56.907372400756145,ladera
37.294896030245745,40.02583490863264,43.88783868935098,50.114681789540015,53.227473219911786,56.25897920604915,58.3408947700063,62.07372400756144,65.49338374291115,68.12602394454946,68.44864524259609,71.94643982356648,73.82986767485822,75.12224322621299,75.17895400126024,74.36420919974795,70.82041587901702,67.26212980466289,61.22117202268431,59.528670447385004,52.40453686200378,49.90989287964713,45.976055450535604,42.70636420919975,37.742281033396345,ladera
51.88720856962823,51.58979206049149,51.23944549464398,55.831758034026464,59.970384373030875,62.99873976055451,62.231253938248265,57.33459357277883,52.32325141776938,47.87649653434153,38.56710775047259,35.071833648393195,33.09136735979836,31.669817265280404,34.81537492123503,34.19533711405167,33.801512287334596,33.19155639571519,34.868935097668555,31.899810964083176,41.029615626969125,41.6112161310649,47.13736609955892,50.23377441713926,53.28103339634531,valle
58.24448645242596,54.76622558286074,53.51543793320731,52.593572778827976,52.42596093257719,54.76685570258349,55.21739130434783,56.220541902961564,58.22432262129804,56.87838689350977,55.8588531821046,56.860113421550096,52.96786389413989,53.44549464398236,56.650913673597984,57.86578449905482,58.92060491493384,60.57025834908632,63.17076244486452,64.01890359168242,64.16446124763705,63.61688720856963,62.24700693131695,58.06994328922495,57.71203528670448,pradera
55.5419029615627,56.43478260869565,56.68557025834909,56.71833648393195,56.700063011972276,57.43037177063642,58.07309388783869,58.806553245116575,58.379332073093885,57.299936988027724,59.586641461877754,54.99873976055451,55.524259609325775,58.8468809073724,58.65595463137996,59.76496534341525,59.61751732829237,58.73597983616887,58.05166981726528,58.13232514177694,58.75551354757404,59.18147448015123,58.13673597983617,57.492123503465656,54.93950850661626,pradera
53.0586011342155,55.39382482671708,54.01575299306868,56.58349086326402,57.359168241965975,57.252678008821675,53.832388153749214,52.051039697542535,53.62759924385633,52.981726528040326,54.61814744801512,55.58412098298677,57.1052299936988,54.51732829237555,53.506616257088844,52.97353497164461,52.788909892879644,55.025204788909896,52.77693761814745,52.34593572778828,53.55387523629489,54.11279143037177,53.61058601134216,54.987397605545056,54.434152488972906,pradera
56.80214240705734,55.95085066162571,56.890989287964715,57.37618147448015,55.73471959672338,54.87712665406427,56.8947700063012,54.99810964083176,53.85003150598614,55.36294896030246,57.9187145557656,57.6471329552615,56.46754883427851,55.502205419029615,57.23818525519849,55.975425330812854,56.737240075614366,56.99936988027725,56.94013862633901,55.47952110901071,53.69628229363579,55.32010081915564,55.895400126023944,56.960302457466916,57.822936357908006,pradera
49.58601134215501,49.65280403276623,49.528670447385004,50.257718966603655,54.465658475110274,53.40012602394455,53.74984247006931,55.67548834278513,57.28733459357278,58.134845620667924,58.92186515437933,58.92186515437933,57.27788279773157,55.868935097668555,54.55324511657215,51.248267170762446,51.278512917454314,51.17139256458727,50.6231884057971,50.3062381852552,49.96723377441714,51.94328922495274,53.34593572778828,51.68052930056711,50.088216761184626,pradera
